stations,lon,lat,year,hour,PM25
3035A,122.0931,46.0707,20180101,12,10
1664A,122.1067,37.5072,20180101,12,71
1662A,122.1206,37.4294,20180101,12,59
1258A,122.122,30.0203,20180101,12,70
1599A,122.1658,40.6789,20180101,12,15
1260A,122.19,29.9944,20180101,12,42
1598A,122.215,40.6511,20180101,12,22
1596A,122.2414,40.6592,20180101,12,19
2191A,122.2532,43.6801,20180101,12,12
2189A,122.2603,43.6267,20180101,12,24
1597A,122.2703,40.7094,20180101,12,19
2190A,122.3039,43.6156,20180101,12,14
1259A,122.3094,29.9558,20180101,12,51
1980A,122.41,37.161,20180101,12,42
1979A,122.471,37.154,20180101,12,54
2236A,122.8211,45.6175,20180101,12,20
2235A,122.8444,45.6289,20180101,12,24
1752A,122.9481,41.0833,20180101,12,37
1749A,123.011,41.0931,20180101,12,24
1753A,123.0156,41.0831,20180101,12,30
1748A,123.044,41.1196,20180101,12,75
1750A,123.0485,41.1442,20180101,12,26
1754A,123.1289,41.0228,20180101,12,61
2215A,123.1417,41.2894,20180101,12,19
2213A,123.15,41.2553,20180101,12,25
2214A,123.1761,41.2736,20180101,12,35
2212A,123.2,41.1953,20180101,12,34
2897A,123.2444,41.7347,20180101,12,30
1108A,123.3783,41.9228,20180101,12,20
1106A,123.3997,41.7972,20180101,12,34
1104A,123.41,41.765,20180101,12,26
1103A,123.428,41.8472,20180101,12,26
1100A,123.439,41.7089,20180101,12,54
1105A,123.478,41.7775,20180101,12,26
1099A,123.535,41.7561,20180101,12,60
2900A,123.5953,41.9086,20180101,12,43
1782A,123.6261,47.203,20180101,12,59
1098A,123.6836,41.9339,20180101,12,35
1760A,123.7117,41.8417,20180101,12,61
2219A,123.7153,42.2217,20180101,12,24
1763A,123.7308,41.3047,20180101,12,129
1762A,123.7528,41.3369,20180101,12,166
1764A,123.7669,41.2864,20180101,12,177
1765A,123.7989,41.2692,20180101,12,318
1755A,123.81,41.8469,20180101,12,82
2216A,123.8139,42.3022,20180101,12,36
1766A,123.8142,41.3472,20180101,12,112
1761A,123.8436,41.3283,20180101,12,258
2218A,123.8489,42.2864,20180101,12,44
2217A,123.8831,42.2953,20180101,12,33
1758A,123.9,41.8594,20180101,12,177
1756A,123.9169,41.8828,20180101,12,90
1780A,123.9305,47.3386,20180101,12,77
1779A,123.9305,47.3636,20180101,12,121
1783A,123.945,47.2988,20180101,12,90
1781A,123.9483,47.3227,20180101,12,99
1759A,124.0878,41.8864,20180101,12,120
2268A,124.1186,50.4269,20180101,12,22
2269A,124.1303,50.4217,20180101,12,6
1600A,124.3303,40.0625,20180101,12,58
2224A,124.3419,43.1747,20180101,12,89
1603A,124.3678,40.1194,20180101,12,54
2225A,124.3711,43.1594,20180101,12,138
2226A,124.3897,43.1847,20180101,12,46
1602A,124.3933,40.1461,20180101,12,45
1601A,124.4256,40.1503,20180101,12,51
2233A,124.8292,45.0878,20180101,12,126
1789A,124.8354,46.0347,20180101,12,265
2234A,124.8528,45.1642,20180101,12,152
1793A,124.8648,46.6219,20180101,12,117
1791A,124.8847,46.3991,20180101,12,74
1790A,125.112,46.528,20180101,12,253
2227A,125.1358,42.8947,20180101,12,156
1792A,125.1386,46.5776,20180101,12,205
2228A,125.1567,42.8953,20180101,12,114
1128A,125.217,43.85,20180101,12,50
1127A,125.25,43.8167,20180101,12,59
1121A,125.2786,43.84,20180101,12,81
1120A,125.287,43.91,20180101,12,73
1119A,125.323,43.9167,20180101,12,63
1123A,125.325,43.8694,20180101,12,91
1122A,125.3649,43.8748,20180101,12,71
1126A,125.417,43.8667,20180101,12,105
1124A,125.454,43.7878,20180101,12,73
1125A,125.633,43.55,20180101,12,80
2229A,125.9361,41.7156,20180101,12,113
2230A,125.9486,41.7381,20180101,12,109
2231A,126.4047,41.9206,20180101,12,97
2232A,126.4078,41.9419,20180101,12,87
2868A,126.4738889,43.95305556,20180101,12,126
1774A,126.4978,43.8228,20180101,12,120
1776A,126.55,43.8256,20180101,12,123
1772A,126.555,43.8875,20180101,12,127
1130A,126.561,45.8167,20180101,12,306
1775A,126.5786,43.8947,20180101,12,102
1773A,126.5844,43.8358,20180101,12,119
1137A,126.593,45.7478,20180101,12,242
1138A,126.615,45.61,20180101,12,120
1140A,126.6206,45.6842,20180101,12,216
1136A,126.646,45.7258,20180101,12,259
1778A,126.6772,43.7256,20180101,12,73
1135A,126.685,45.7319,20180101,12,180
1133A,126.689,45.7733,20180101,12,352
2267A,126.9636,46.6527,20180101,12,101
1131A,126.979,45.5422,20180101,12,143
2266A,126.9934,46.6384,20180101,12,50
2265A,127.4143,50.2538,20180101,12,8
2263A,127.4961,50.2486,20180101,12,13
2264A,127.5044,50.2391,20180101,12,14
2252A,128.8736,47.7222,20180101,12,56
2253A,128.9094,47.7317,20180101,12,49
2239A,129.3675,42.8775,20180101,12,45
2237A,129.4892,42.8939,20180101,12,49
2254A,129.4942,48.4658,20180101,12,24
2238A,129.5042,42.9061,20180101,12,62
1786A,129.5902,44.5952,20180101,12,69
1784A,129.61,44.561,20180101,12,57
1785A,129.6115,44.5782,20180101,12,49
2247A,130.1097,47.3382,20180101,12,8
2245A,130.261,47.2753,20180101,12,16
2244A,130.2659,47.3349,20180101,12,23
2255A,130.2719,46.8025,20180101,12,37
2246A,130.3172,47.3489,20180101,12,12
2257A,130.3258,46.7975,20180101,12,27
2258A,130.3648,46.8032,20180101,12,25
2259A,130.3794,46.7588,20180101,12,22
2256A,130.3961,46.8267,20180101,12,30
2261A,130.8625,45.8194,20180101,12,48
2243A,130.9298,45.2978,20180101,12,25
2262A,130.9467,45.8309,20180101,12,38
2240A,130.962,45.2924,20180101,12,28
2241A,130.9817,45.305,20180101,12,40
2260A,131.0032,45.7677,20180101,12,49
2242A,131.0103,45.2948,20180101,12,33
2250A,131.1516,46.6462,20180101,12,76
2251A,131.1572,46.5888,20180101,12,63
2248A,131.1638,46.6572,20180101,12,79
2249A,131.1651,46.619,20180101,12,66
